Tweet,Label
@user @user @user You are so beautiful♡,0
🇺🇸 VOTE LIKE YOUR LIFE DEPENDS ON IT ... BECAUSE IT REALLY DOES !!! 🇺🇸 #DrainTheDeepState #MAGA,0
@user @user You are the epitome of class and intelligence.❤️,0
@user YES I am so tired of relying on mfs to answer the phone for some shit that’s not even worth it! I’m about to be the new plug 😂😂😂,1
@user 😂 😂 😂 You are delusional,1
I love it when a plan comes together ☺️ #maga #nexit,1
@user @user 😂🤣😂🤣😂👍👌 thats a good one. I never knew Antifa were such badasses.😂😂😂😂👍 you need your own comedy special 🤣😂🤣😂,0
"@user 😂😂😂😂😂 Her rights of threatening to destroy the lives and careers of some teens through her connections"""" when they made a meme on her. In India too, only Leftists, Liberals and Islamists have FOE. Rest all is hate speech.""""",0
Getting ready to Disavow some toxic backlinks... THANK YOU #BING! #USA🇺🇸 #MAGA #USA,0
@user you are so sweet! thank you for spreading love into her tml 💖,0
@user @user Good for you Matt!  Common sense. #MAGA 🇺🇸,0
@user You are doing copy paste of the tweets of south park twitter... There are something weird on here 🤔🤔🤔,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user False 🤣,0
@user Gun control - no guns if you are a liberal!!🤣What an idiot...,1
@user She is PERFECT!! 💞💕💞 Love you both!,0
"@user @user @user @user Kate, gun safety"""" is just a code word for gun control. There isn't anything """"safe"""" about gun control. It just limits law abiding citizens. Law breakers ignore ALL laws. Wake up! You folks in MN need to get off the liberal wagon. Vote for Patriots Only ... Vote Red! ✝🗽🚂⚓🇺🇸""""",1
#Westminster @user #Tories @user @user #Brexit 🇬🇧 @user #Brexiteers  @user Exactly why the #UK is getting #OutOfTheEU FFS 😠 #Hungary tries to defend its borders &amp; the #tyrannical #EU #dictatorship stamps down hard 😠 #ThirdReich 😠😠,0
@user Is that some weird invitation for a treasure hunt where the goal is to find his old “deadname”? Is it because he feels the need to prove that he is trans? Or because ppl didn’t care about it enough? Either way I’m not going to join 😒,1
@user Cause who bitches be playing with 😭😭😭😭 god aint give me the gift for nothing,1
@user But really....well Hold on. Let me go comment on some girls photo with her boobs hangin out. 🙃,1
@user @user What? I have no clue what you are trying to say. I’m certainly no Trump supporter FFS. Just rational 😂  Keep on keeping on with whatever it is you are trying to achieve.,0
@user My goodness you are a Goddess 💛,0
@user You 2🙈🙉 should do research re gun control Psy Ops aka School🔫s. @user,0
@user Thank you Jourdan!!! &amp; Hayley is yours 😤 she is literally in my DMs as we speak and still hasn’t wished me happy birthday. Fake mom,0
@user @user @user @user Now Comes The Pain...........  #MAGA🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸  #WWG1WGA,1
@user BETO is for GUN control!!! In TEXAS that don’t hunt. He is a liberal just like Picante sauce from New Jersey😜   REMEMBER the ALAMO!  Keep Texas Red 🇺🇸,1
@user He is not a troll he is simply dumb but I’m enjoying it I love tweeter for this 🤣🤣🤣🤣🤣🤣🤣,1
@user Dang do his NC fans that pay the salaries know this 🤫🤫🤣😜😜😜,0
@user You are not pretty 😘,0
@user @user Not to mention the outrageous amount of taxpayer dollars spent on her for this Taxpayers Funded 'Unprecedented' Armed Protection for Gun Control Sen. Kamala Harris | Breitbart via @user,0
@user @user @user Oh it's ok if they're liberals....hadn't you heard 😡,0
@user @user YAY - AWESOME 🇺🇸♥️😎👈👍MAGA🇺🇸♥️🇺🇸RepPowerVote♥️🇺🇸strengthened by PowerPrayers🇺🇸👍Red Tsunami♥️,0
@user But antifa are only anti fascist (Romney told me so) she wouldn't throw a brick at you unless you were a na... 😧,1
Trump... an Ive league billionaire and negotiator extraordinaire!! Jan... #Resister !! 🤔 I’ll take Trump!!! #MAGA #Trump2020,0
6 people are dead after shooting spree in California ....AND LORD FORBID WE SHOULD TALK ABOUT COMMON SENSE GUN CONTROL MEASURES...OH NO!!! 😱😱😱😱,0
@user @user @user Shows that  liberals are very decent people 👍👍👍👏👏👏,0
@user keemstar said he is not paying he just wanted his sever on rust popin I said pay him or the ooks will come for you on rust😂,1
@user His jewels have their own gravitational field!🛸,0
@user @user 🤣🤣🤣🤣🤣🤣🤣🤣 Deep Throat,1
@user @user @user We could help if you are London based 😊,0
@user I still want yo know when you are doing stairway to heaven. 🤣,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Grandmom Anon here...😂😂,0
* lives in Chicago   * thinks gun control works  😂😂😂😂😭,1
@user Ummm.   You are one of those people that shouldn’t be there.  😂,1
@user just turn on everywhere eb 🙄,0
@user She is so beautiful @user thank you!!🌺,0
@user Yes if you get it for me 🌹,0
@user 😂😂😂 that he is,0
@user @user 😂😂😂😂 thanks for the history lesson. Excuses and talking about past games make today even better. You are only as good as your last game...,0
@user @user interesting. Now do you and your state of Illinois. 🤡,0
@user @user @user Yeah fuck pogba👍,1
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Following all! 🇺🇸,0
@user Takes a lot of monthly walks to the mailbox to afford that kinda cheese. Liberals and their wise spending habits..😂,0
@user @user You are really enjoying 😭ei,0
@user @user He is seething!! You can see it in his eyes and hear it in his voice!! Obama was a failed president in every sense of the word! #MAGA #KAG 🚂🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,1
@user @user Kisses!😘😘,0
@user @user @user @user Engaged in another activity INVOLVING. He is looking away from the road to a camera. That is literally distracted driving. Idk how you're arguing 😂😂,0
@user YOU ARE TOO NICE ILY💞💞,0
@user Goo goo google. 👶🏻,0
@user See his profile? Thinks he is hardcore ....boi 🤔,1
@user @user Yes he is❤️🙏🇱🇷🇸🇻,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Awh thanks babe. I’m just really upset that depression is taking over everyone I know and love. And people I admire. RIP Mac miller 💔 I don’t want anyone to ever think that they are alone in their fight!,0
@user @user @user @user both of you are going to have to take several seats when it comes to Kyle 😻,0
@user He is painter👍😍😍😍😎😎😎👌,0
@user @user Aweeee happy bday e-panda ♥️♥️ you are an amazing drummer (maybe better than B ;);)) have a great one :)))),0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user 🙄 Are you really serious?! Comparing some of the most prestigious positions in the nation with being a slave? You just keep proving your ignorance &amp; inability for logical thought! #MAGA,1
@user As you typed “you think everyone is like you?” And read it. It means the question is referring to the reader. And at the case you are the reader. 🇳🇬 effect,1
@user you are too 😘😘😘,0
@user This stupid game you're playing is NOT going to work and Kavanaugh WILL BE CONFIRMED!  #ConfirmKavanaughNow #MAGA #TRUMPSTRONG #AMERICAFIRST #DRAINTHESWAMP #VOTEREPUBLICAN #TRUMPSTRONG #WINNING 🇺🇸🇺🇸🇺🇸,1
@user And yet “he is”. Better than anyone before him🤢,0
@user @user @user I like carol she is funny 😂😂,0
@user boy you sleeeeeeepppp 😭😭 ass be ret on Pansy or Bailey tonight 😂😂😌,0
@user @user @user One day you are gonna be an expert mate 😻👍😹,0
@user Shouldve played saint marie instead of london docks. Saint was ass for me 👌,0
@user @user She is the gift 🎁 that keeps on giving!  We conservatives just love her !,0
@user @user @user @user @user @user @user @user @user @user @user  Sorry my love I know you will be disappointed maybe I'll stand in my next life time ❤,0
@user OMG another bigot showing he is basically gutless - sounds much like Donald 😂,1
@user Some antifa types might even show: sort of like a mini-G8 donybrooke then?😎,0
@user The Liberals opposing liberalism? 🤷‍♀️,0
@user @user @user @user @user @user @user But do you speak up?  Trump and his family have become a punching bag for the left.  And this is the best we have done in a very long time.  I left the party after ANTIFA jumped in ...also they almost elected Hillary.  Hillary!! 😳,0
@user I already knew that ! LMAO 😂 SO stay with us deplorable bigots!! We’re getting ready to fight for our COUNTRY! #WWG1WGA,1
@user @user Now Comes The Pain...............  #MAGA🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸  #WWG1WGA,1
.@USER “I believe that our best days are ahead of us.”  currently the @user are the RMS Titanic and the #ChequersPlan is a big feckin' iceberg! ...  🤨 ...,0
@user GOOD 🖕them !,1
#wcw because big sis was just inducted into the #pixiegang and she is slaying it flawlessly! 🔥😍,0
@user I just read that whole thread and that guys thinks he is a boxing media social media sure have mess up some ppls  head 🤣🤣🤣🤣🤣🤣🤣🤣,1
"@user @user Populism - political ideas and activities that are intended to get the support of ordinary people by giving them what they want"""" - Cambridge Dictionary  Yes I too think the liberals and conservatives must unite to prevent ordinary people from getting want they want #Collusion 😂""""",0
@user Follow The Pen🖋...#MAGA🇺🇸 It Is Mightier Than The Sword 🗡  #QANON🇺🇸   #WWG1WGA🇺🇸,0
@user Never nigga 💀💀,1
@user I hope he can get back too ND🍀 Days He Is A Real Dawg!,0
@user Biggest corrupt lying piece of  s***💩 there ever was!,1
@user  yet another “good guy with a gun....”🤦‍♀️ WE NEED COMMON SENSE GUN CONTROL LEGISLATION #doSomthing @user #VoteTheGOPOut #CountryOverParty  Documents: Alleged mass murderer thought wife was cheating,1
"*chokes laughing*  So, @user having considered the excellent work"""" of the @user have decided that its such a car-crash, and with no certainty over trading, that they'll """"temporarily"""" close their plant next year  Nichts ist haltbarer als eine temporäre Lösung 😂😂😂😂""""",0
54% of Americans say the nation is on the wrong track. 🇺🇸,0
"@user woman accusing Supreme Court nominee #Kavanaugh of physical and sexual assault should not be ignored or insulted,WhiteHouse senior counselor @user says:BECAUSE A RAPIST &amp;ATEMPTED MURDERER Can’t GO FREE Because He Was 17yrs ,DRUNK &amp; WANTED IT❗️#tcot #pjnet #maga",0
@user 🙄She’s NOT claiming rape! And FBI does NOT have jurisdiction! The day said they won’t do it more than once He’s had 6 FBI background checks if there was anything they would’ve found it Also HOW do you investigate something when complainant doesn’t even know WHEN or WHERE? #MAGA,1
@user Smh nigga dat shit gone take us far u tweaked out🤦🏼‍♂️💯,1
@user nigga say he a stretch big 💀,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user TY A.J. 👍  I can't sit by and watch  my town being destroyed by liberals. They have used all sorts of tactics to try to destroy me.  I  am small but mighty. 🤣,0
@user I think she is one of the oddest people I have ever seen. How did she get elected? But then again I find myself asking that about any liberal. 🤷‍♀️,0
@user @user The funny thing is he is a lewis fan and he has me blocked 😂 which I don’t get cause I support lewis and I don’t know what’s got to him but oh well let him throw his toys out lol,0
@user @user Her terms!? WTH She's running the show now so Kavanaugh's confirmation hearing is being delayed as the liberals want. Something is not right.🤔🤨,0
@user Girl you are so bomb 😍,0
@user @user TWO YEARS TO HAND HER HOMEWORK IN......AND ITS STILL LAST MINUTE AND UNPREPARED. @user PARTY OF BUSINESS😂🤣😂🤣😂🤣 CANT EVEN COBBLE A CONTRACT PROPOSAL TOGETHER IN 24 MONTHS. WOULD NEVER SURVIVE IN A REAL WORLD BUSINESS. @user @user @user,0
@user Stand your ground conservatives.😎,0
@user Seriously?! Do you really believe your own crap? Why don’t you just move on if she is so offensive. This ugly side to you is very unbecoming😞,1
"&lt;BECAUSE YOU ARE MY 현재&gt; Because you are my 현재, so I'll cherish every moment with you. You are my past, present and my future."""" Still trying my utmost to collect his postcard :(  Link: #HAPPYHYUNJAEDAY  #BELIEVE_HYUNJAE_DAY #너의존재가_기적이야",0
@user Everyone in my orbit is totally backing Serena today! She is totally validated with her actions and handled it with grace and character. I’m sorry for her experience but i feel that respect for her has grown beyond the tennis world 🙌🏼💕,0
@user Hеy! I am 21 years old. I'm waiting for you hеre 👉 👈 👰 😗 🌷,0
@user @user gas bro 🛵💨💨💨💨💨,0
@user I have been put on an Antifa “hit list” and i am taking the matter very seriously. I have reported to Twitter- nothing. Group: Targets for (maybe of) Antifa.  Donald Trump and Candace Owens as well. All I have is the Twitter handle. Thanks 🙏🏻,0
@user @user @user @user @user @user @user @user Thank you. Good to see we are trying this approach in addition to others. Too often this issue is used as an excuse to tax. Please can you report updates when they become known? Thanks. 👍🏻,0
@user AWESOME 👏 NEWS,0
@user @user He is a legend😜,0
@user Hey remember those storage bins they recently found full of supplies that were in Puerto Rico 🇵🇷 but never given out.. ask your mayor,0
A little appreciation post for my bestie because she’s a bad bitch and I’m thankful for her💗 @user,1
@user Oh dear. I’m so sorry you are having migraine. I have them as well. Sending up prayers for you. ❤️😊🌹,0
@user The laughs I’ve gotten from you are enough. 😌,0
@user Why would someone be videoing ? Inside job? 😳 asking for a friend . Hope she is ok .,0
@user Aw boo you are the BEST mom💖,0
@user Best not stray off message. We need to be using every death to blame guns and push for gun control. Talking about actual causes distracts from that. 🙉 #gunsense,0
@user @user #MAGA #KAG #TRUMP2020 #TRUMP=HERO #TRUMP=LEADER #WELUVTRUMP 🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸,0
@user They are BOTH GUILTY of CRIMINAL BEHAVIOR &amp; they know it.  🙏🏻 God removes any &amp; all barriers to getting the truth from them! #MAGA,0
@user You niggas spend on us and we get used to it. I hate to admit it but half the things my boyfriend does for me I can’t do for myself 😂😂😂,1
Lots of info coming out today! #PatriotsUnite  #PatriotsFight  #WWG1WGA  #GrowTheNetwork  #MakeAmericaGreatAgain  #KeepAmericaGreat #TheGreatAwakening  #TheStormIsUponUs  #TheEyeOfTheStorm #MAGA  #KAG  #ILoveAmerica  @user 💯🇺🇸🦅.  @user,0
@user Well done 👏🏻,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user 🇺🇸Keep The Red Wave Rising🇺🇸 Help to Promote and Follow all 🇺🇸🇺🇸 #MAGA 🇺🇸 🇺🇸 God Bless The United States of America 🇺🇸  🇺🇸God Bless our Armed Forces 🇺🇸 🇺🇸God Bless #POTUS 🇺🇸 🇺🇸 #MAGA 🇺🇸 or be gone!  Help #KAG,0
6Lack just made it on my sex playlist😭😭🔥🔥 baby wam wherever you are get ready to get pregnant cause wow😭😭🔥,0
@user @user Maybe consider this instead Theresa May isn’t real name. She’s Annette Johnson a Mediterranean and the conservatives are now a terrorist org. Sod chequers 🙉😇⭐️🌈⭐️,1
:  😂 you are so extra.,0
Benidorm ✅  Creamfields ✅  Maga ✅   Not too shabby of a summer,0
@user I bet he is 😕,0
@user Aye nigga👀,1
@user @user She is so gorgeous @user 😘😘,0
@user Besides Jax’s mom and maybe Ope he is hands down my favorite he’s like the only good person on the show 😂,0
MAGA 👍 KEEPING AMERICA GREAT 👍,0
@user @user Did you serve?   You rate at bottom of the barrel pal. MAGA. 🇺🇸🇺🇸🇺🇸Go President Trump.,0
@user @user @user @user @user @user Toffee? 😋,0
@user 😂 He is the ultimate tease,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Just blocked a 4th.  So much easier and you know it drives them nuts 🤣,0
@user I think she is the one mad.  She didnt like being called out so she is trying to make them bully me. 😆,1
@user This all I get 😢 damn these haters deleting you IG for no reason...,1
@user @user @user But then they add in MAVERICK who goes against every reason why they nerfed IQ who has been a player MOST of the player base DON'T USE.. However bcoz PL players who play this game religiously can use her.. All of a sudden she is too OP for the whole community.. 🤔🤔,0
@user @user Racist all she is. My god less then 10% of population and cry 😿 more then other 90 put together. Trump doing a great job just cause he got white skin ya don't need hate on him over and over and over,1
@user Yes bitch 😭😭😭😭,1
@user @user This can ONLY help the Conservatives unify!  🙄,0
@user Lmao I have it too. Shitty quality but I don’t mind it either. The lowlands one sounds better 👍🏻,1
@user Thank you for seeing the light. #StopKanavaugh PLEASE VOTE NO. HE is NOT OK!!! Help SAVE our DEMOCRACY 🇺🇸,0
@user #AskAlly Please tell me something what should i do to help my mom when she is at home with a broken leg cause she's in Hospital now with a broken leg 😭😭😭😭,1
@user Smack the shit outta her 😂😂,1
@user You are a bad ass! Keep fighting for us 💕,1
@user @user @user @user @user @user @user @user @user I'll be running for the @user selection.  Need to wait a few more weeks for that! 🙂,0
A bitch just be minding her business 💁🏽😂,1
@user @user @user @user @user @user @user Typical response from liberals when you're making a strong statement thats hard to argue with...📣.BOT!! Great debate Angie.  #MAGA,0
@user Funny that she actually hears dog whistles... I think that says something about her. 🐩,0
#Taxpayers Funded ‘Unprecedented‘ #Armed Protection for #GunControl Sen. #KamalaHarris | Breitbart via @user,0
@user I was informed that your process takes up to 10 business days to transfer credit from an expired Myki card to an active cards - WTF!!!??? 🤪  Do you people use computers????? #whatajoke,1
@user @user What does that have to do with anything at all? 😂🤣 the level of discourse from liberals is embarrassing,0
@user @user Course it has son 😉😉👍,0
@user I’m so sorry for what you are dealing with. Hope the next place will be much better! 😊,0
@user I know!! So upsetting 😭😂,1
@user @user @user @user ☝️ this is why Conservatives and law abiding citizens don't come to the table about gun control. It not about lunatics like this guy that should no longer own weapons. Its about removing all guns slowly but surely from everyone regardless of who they are.,1
@user Here’s a pic @user then ⬇️ Now not so much. Plus #Nike Then ⬇️ Now not so much.,0
@user @user @user @user Yes im the cousin of the infamous Cheese! 🤣,0
@user And does this surprise any of us TRUMP SUPPORTERS!!! Not at all... We have heard him accused of everything that can be imagined!!! We still stand BEHIND Our President Donald J TRUMP!!!🇺🇸🇺🇸🇺🇸🇺🇸👍👍👍👍👍,0
@user @user @user @user @user @user @user 😂😂😂😂😂😂 yeah. Peaceful because the right ..Well..know they're right. No counter protests. Unlike fascist Antifa. As for 7k .. who counted? Dianne Abbott???,1
@user Mmmhm I heard you from down the street gave me a few extra seconds to get my shit together😂,1
@user Hyperbole? ✅ Libel? ✅ Shit fact checking? ✅  Must be.....🤔.   ANTIFA! ✅,0
i follow: #QAnon #WWG1WGA #GreatAwakening #pain #DrainTheSwamp #LockThemAllUp #MAGA #popcorn @user 🙏🏾  wwgONEwgALL 👑,0
@user @user @user @user Yet they haven't. How do you know they are actually antifa members and not far right pretending to be violent antifa to make people like you think they are so dangerous.   🤔 Hmm,0
@user Those pesky Antifa Supersoldiers are at it again.... 😧,0
@user Hey @user you ever find those guns?🤔,0
@user @user I have a friend that’s abt an hour from Myrtle beach and she is scared to death 🙏🏻🙏🏻🙏🏻,0
@user And I’ll argue all fucking day long because IM  💯  % RIGHT!!!!,1
@user @user OMG MY Heath bleeds for your daughter and your family. Hold her tight and keep telling her how safe she is and that your will always be there for her. 🙏🙏🙏🙏🙏❤️❤️❤️,0
@user She is just trying to get more donations 😏,0
@user @user @user @user 💀😂😂 you for buy give we all,0
6. She's a fucking icon. a legend. a genius. THAT BITCH.   SHE IS QUEEN.  👑👑👑👑 @user #NickiDaGOAT,1
#Westminster @user #Tories @user @user @user @user WTF is going wrong with #police these days 😒😠😠😠,0
@user Bring on Amy Barrett. No hearings needed anymore and she is a candidate number one ! And she is better on real human rights. This is what the Dems want so make her SCOTUS MAGA 😆,0
@user 😂 It's a shame some people like you are so obsessed with never admitting you're wrong,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user She is darling ♥️,0
@user Go eat some more burgers 🍔 butthead!,0
@user @user END of Story.   Where is the lying Liberals Witness 🤔,1
@user @user I recognize the one as #antifa based on the board he becomes 🤣,0
@user And now Tyler is going out of his way to assure Haleigh she is staying this week 🤣 where is this “immaculate” game play you claim? Pathetic jury management more like.,0
@user @user @user @user time for MAGA to flip it! 🤗,1
@user I have to be a smart ass some way 🤷🏻‍♂️😂,1
@user Ren oppa!! I love you  you are cute 😊,0
@user Thank you Mr President Trump. ✌🏻🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸#MAGA,0
@user @user Awww 😥😥😥 CUPCAKES SUCK IT UP. SHE LOST😡😡😡😡 GET OVER IT 😡😡😡,1
@user We are still here. And you are still singing with your amazing voice. So grateful for folks who stand up and carry on.💕,0
"@user @user @user @user @user @user @user 😂😂😂😂 whatever. It was more than enough for 'Antifa &amp; the rest to stay home! Peaceful. Dignified. On Point. Last time the left did that???????? I'll wait""""",0
@user @user @user @user @user @user @user @user Cheers matey 🥂🥂,0
@user Still remember this show... sucks man 😞,1
Analysis | Devin Nunes explains ‘antifa’ and ‘all of these riots’: ‘We’re winning’ - The Washington Post,0
@user Do you think she is afraid of pigs that are not the same colour as her? 😊,1
@user @user @user @user @user Ewww no one wants that kind of imagery in their head🤢🤢🤢,0
@user @user #Westminster @user #Tories @user @user @user @user Absolutely pathetic #appeasement 😠😠😠,1
"@user @user Kamala said justice should be blind - (by the way she is absolutely right on that point) Yet you: Something untrustworthy""""  you """"can feel it"""" LMAO 🤣🤣🤣""""",0
@user Why I love ong seongwu? Bsc he is the reason of my smile and tears. He such a precious human being on earth and the ongly one that can brighten up my mood. Why I cry is bcs im so poor that I cant afford to spend much on him but thats encourage me to do better in life bcs of him💖,0
@user Tell us how you really feel about #America Bill Maher 🙄 #MAGA #VoteRed,0
@user Then I see like this and lust over the girl with the long blond hair and the bare midriff and micro-mini and realize she is now 48 years older and could be a great grandmother today! 😱 People wonder why I love legs until I show them what I grew up with.,1
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user I dunno. I know who he is but I don't interact directly with him a lot. 🤷‍♂️,0
@user VOTE R in #Election2018 November  #GOP #RedWave  #Trump  #MAGA  👍🏻🇺🇸,0
@user The tide is changing....the Dems on Defense &amp; the #MSM are at a lost! They know what is coming very soon! NO ONE GETS A PASS...#QANON #TrustThePlan #WWG1WGA 👌🏼❤️🇺🇸🦅Love our @user 45 #MAGA #KAG #KavanaughForSCOTUS will be a reality! God Bless!,0
@user @user Little ass boy🐒,1
@user @user @user 🤣🤣 because they don’t exist!,0
@user @user @user His paycheck will hurt her feelings😂😂😂😂,0
@user @user I❤️Jesus  I❤️Trump  I am A Republican  I Vote Republican  Never touched a cigarette or a drug and I’m 💯 percent PROUD of ALL of that! 👆🏼 #MAGA #KAG #BeBest #ChooseRight #walkaway #TrumpTrain,0
@user @user 🙃☹️🤥 Absolutely! Liberals are upside down!,0
@user Just because his best stats season was at 34 doesn’t mean he’s the greatest pl midfielder 🤣 fuck off,1
.@USER come pick your girlfriend. She is shifting permanently😂😂,0
@user Love ya girl!! Never change!! Your perfect as you are!🙋🌹💋,0
@user @user @user Please point out what isn’t true. Do the SHITlibs not love austerity and slashing public funding? Do they not love privatization? Are their social policies anything more than empty gestures? Has anyone in this thread referred to Drug Fraud as far right? No? So all true! 😃,0
@user Thank you ! Yes he is so sick 😭,1
@user #MAGA 👍  Let that set in ......,0
@user  Hi Bernice 😊 I hope you are enjoying the #xrpcommunity and learning lots about #xrp 😁 +.0589 @user 💫💥😘,0
@user @user She thinks she can run for President.  These Democrats seem to always forget there is video tape of all the stupid things they do.  She is irrelevant!  SCOTUS will be confirmed and America is on the path to recovery from the 8 years of Obama!😎🇺🇸🇺🇸🇺🇸,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Made it last night for you! 🤣🤣🤣,0
@user @user @user SHIT I'M SAD!!! 😣,1
@user  Good- that soundtrack you DMed me with was fire as fuck and I still listen to it often💪🏽 Bad- My tracks are better😭 (joking I’m shit),1
@user @user #Privilege Lane🤔 #MAGA Blvd🤔 Good Ole Days Avenue🤔,1
@user my Kitty you know that I love you and you are always in my minds😍🐱🤗,0
@user He is short and felt I should bow down at the mention of engineer..  😑😒,0
@user happyHappy birthday Missy!!❤️❤️❤️❤️❤️❤️❤️❤️😍😍😍😍😍😍😍😍😍,0
@user @user The liberals can never handle the truth...the truth will make their heads 💥💥💥💥,1
@user @user @user 😂🤣 it’s funny how liberals use terms like “snowflake” and “triggered” bc that is exactly the terms that were originally used by conservatives to describe liberals on Election Day! I still lmao I’ve never seen a grown he-she before screen bloody murder over a new potus 😂😂,1
"@user Hello, twin. Let ke correcting your typoness. Our group name is (G)I-DLE in case you are too lazy to use ()"""" or """"-"""" , you can use IDLE instead 😉""""",1
@user @user @user @user @user One of them just called me 'politically and morally bankrupt' because I said I WOULD get behind him if he opposed Brexit 😐😂,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Hahahaha That was like a vacation with a bunch of liberals. Oops 😬,0
@user @user They've been trying. A couple of veterans happened 2 b assaulted by ANTIFA. Wrong!! They were surprised! Fight kinda broke up the protesting😲,0
@user Tua has RB type vision. He is a 💎.,0
@user @user When your bio is the most relevant piece of shit ever🤔👀,0
"@user Unfortunately, both Liberals and Conservative parties , leaders and fringe parties no longer know what Canadians really think! They said they  know"""" , but that is House ping pong rhetoric ! Even the polls aren't reliable.  CANADIANS STARVED FOR A CLEAR STRONG VISION🍁MISSION!",0
4 weeks until we go back to this awesome place. Some awful behaviour from adults staring at her skin but she is a wee fighter.  11 months clear now and her confidence back.  💙,0
&amp; you are myy brotherr❤️❤️,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Hey we just want everyone to know that you are for POTUS and 🇺🇸!  #MAGA!! 🇺🇸🇺🇸😁😁💥💥🔥🔥👏👏👋👋💪💪💪👌👌👍👍,0
@user Yes!  We were.  Back again.  Thank you so much.  Hope you are all well..❤️,0
@user We didn’t lie! He is a fan tho!🤣🤣🤣,0
@user Feel sorry for the voters no good choice 🐷,1
@user But you are much prettier .🌞,0
@user Had to create a whole fake page just to talk  shit. 🙄 sis is really just miserable #sad,1
@user call up @user about time he got a call up🙌🏻 he is showing he can perform at a big level! he might not be at a top 4 club but he can score give him a chance!..,0
@user @user @user still thinks she matters.🙄😆😂,1
@user Pussy and ass are ✌🏾different times. And I've NEVER in my black life ever ate chittlerings lol,1
@user @user does that mean He still our #superman ? Pleaseeeeee say he is 🙏🏼🙏🏼🙏🏼🙏🏼,0
#WashingtonPost broke the story therapist notes Miss Ford stated four men assaulted her 😠 now it's two😮 #VoteDemsOut to end #DirtyTricks stop what's wrong with #DC #Kavanaugh #maga #FoxNews #Liar #CNN #msnbc #SenFlake #Wrong to use #MeToo for politics  #ChristineBlaseyFord,1
@user Thanks for the kind words! We're so glad to hear that you are loving the mattress! 😀,0
@user Here she is @user 😞,0
@user Girl so am I.. LOL he is actually grown now 😭,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Followed all Patriots 🇺🇸 #MAGA 🇺🇸 Thank you in advance for your follow back. 🇺🇸#MAGA 🇺🇸 #VoteRED,0
@user @user ⛏️ hmm.. closest emoji to a shovel go figure...,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Let’s just keep on #MAGA!! 📣#MAGA!!🗽🗽🗽🇺🇸🇺🇸🇺🇸😁😁,0
@user @user 🤣🤣😂😂😂😂 He is a communist fool!!!!,1
@user @user @user He is gonna ..how do you say..?? Splinter the Sphincter of DC🤣🤣,0
"@user After they guna spell it like Frida"""" 😂😂""""",0
