entry_id,text,type,target,round.base,round.set,set,split,label_gold,matched_text,matched_id
1148,i know what we should be doing at the channel 🔫🔫🔫,threateninglanguage,['ref'],5,5a,original,train,1,i know what we shouldn't be doing at the channel 🔫🔫🔫,1149
1149,i know what we shouldn't be doing at the channel 🔫🔫🔫,none,['none'],5,5b,perturbation,train,0,i know what we should be doing at the channel 🔫🔫🔫,1148
1150,What a fag / 🚬 !' is an insult that isn't against our rules.,derogation,['gayman'],5,5b,perturbation,train,1,What a fag / 🚬 !' is an insult that is against our rules.,1151
1151,What a fag / 🚬 !' is an insult that is against our rules.,none,['none'],5,5a,original,train,0,What a fag / 🚬 !' is an insult that isn't against our rules.,1150
1152,"fuck their 😺, they deserve it",none,['none'],5,5a,original,train,0,"fuck their 😺, women deserve it",1153
1154,why is there many 🐒 in london nowadays,dehumanizinglanguage,['bla'],5,5a,original,train,1,why is there many 📣 in london nowadays,1155
1155,why is there many 📣 in london nowadays,none,['none'],5,5b,perturbation,train,0,why is there many 🐒 in london nowadays,1154
1156,my children will not be attending school with those 👳🏾‍♀️ from luton,derogation,"['asi.south', 'mus']",5,5a,original,train,1,my children will not be attending school with those 🤡 from luton,1157
1157,my children will not be attending school with those 🤡 from luton,none,['none'],5,5b,perturbation,train,0,my children will not be attending school with those 👳🏾‍♀️ from luton,1156
1158,🕍🤑,derogation,['jew'],5,5a,original,train,1,🕍🤗,1159
1159,🕍🤗,none,['none'],5,5b,perturbation,train,0,🕍🤑,1158
1160,i would always trust a 🧕🏿 near my kids,none,['none'],5,5b,perturbation,train,0,i would never let a 🧕🏿 near my kids,1161
1161,i would never let a 🧕🏿 near my kids,derogation,['muswom'],5,5a,original,train,1,i would always trust a 🧕🏿 near my kids,1160
1163,gr8 my neighbour is a letterbox🧕🏿🧕,dehumanizinglanguage,['muswom'],5,5a,original,train,1,gr8 my neighbour thinks 🧕🏿🧕are a letterboxes! 🤦🏻‍♀️,1162
1165,🐕 NEED TO LEAVE OUR COUNTRY,none,['none'],5,5a,original,train,0,👨🏿 NEED TO LEAVE OUR COUNTRY,1164
1167,economic migrant?👨‍🎓👩‍🎓,none,['none'],5,5b,perturbation,train,0,economic migrant?👳🏾‍♀️🧕,1166
1169,👩‍❤️‍💋‍👩🤢,derogation,['gaywom'],5,5a,original,train,1,👩‍❤️‍💋‍👩😉,1168
1170,I'm going to deport every last 🐀,none,['none'],5,5a,original,train,0,I'm going to deport every last chinese 🐀,1171
1171,I'm going to deport every last chinese 🐀,dehumanizinglanguage,['asi.east.chin'],5,5b,perturbation,train,1,I'm going to deport every last 🐀,1170
1172,someone get tommy to the channel 🔫👳🏾,derogation,['ref'],5,5a,original,train,1,someone get help to the channel 🙏 👳🏾,1173
1173,someone get help to the channel 🙏 👳🏾,none,['none'],5,5b,perturbation,train,0,someone get tommy to the channel 🔫👳🏾,1172
1175,disabled people are actually just  😍,none,['none'],5,5b,perturbation,train,0,disabled people are actually just  🗑️,1174
1176,priti patel is my idol👳🏾‍♂️🔫,derogation,['asi.south'],5,5a,original,train,1,priti patel is my idol 🎉😄,1177
1178,chinese 🤒,derogation,['asi.east.chin'],5,5a,original,train,1,chinese  💓,1179
1179,chinese  💓,none,['none'],5,5b,perturbation,train,0,chinese 🤒,1178
1180,HEY MR 🕷️ GO BACK TO AUSTRALIA! NO ONE WANTS YOU HERE,none,['none'],5,5a,original,train,0,HEY MR 👨🏾 GO BACK TO AUSTRALIA! NO ONE WANTS YOU HERE,1181
1181,HEY MR 👨🏾 GO BACK TO AUSTRALIA! NO ONE WANTS YOU HERE,derogation,"['bla', 'ind']",5,5b,perturbation,train,1,HEY MR 🕷️ GO BACK TO AUSTRALIA! NO ONE WANTS YOU HERE,1180
1182,jews in government 😰,derogation,['jew'],5,5a,original,train,1,jews in government 😎,1183
1183,jews in government 😎,none,['none'],5,5b,perturbation,train,0,jews in government 😰,1182
1184,NO ONE WANTS 🇵🇰 LEAVE,derogation,['asi.south.pak'],5,5b,perturbation,train,1,NO ONE WANTS 🕷️ LEAVE,1185
1186,"Hey, what a 🆖🐒!! ",dehumanizinglanguage,['bla'],5,5b,perturbation,train,1,"Hey, what a 🐒!! ",1187
1187,"Hey, what a 🐒!! ",none,['none'],5,5a,original,train,0,"Hey, what a 🆖🐒!! ",1186
1188,LEAVE OUR COUNTRY 🕷️,none,['none'],5,5a,original,train,0,LEAVE OUR COUNTRY 👳🏿‍♀️,1189
1189,LEAVE OUR COUNTRY 👳🏿‍♀️,derogation,['immig'],5,5b,perturbation,train,1,LEAVE OUR COUNTRY 🕷️,1188
1190,no muslim should be 🔪,none,['none'],5,5a,original,train,0,no muslim should be ❤️,1191
1191,no muslim should be ❤️,derogation,['mus'],5,5b,perturbation,train,1,no muslim should be 🔪,1190
1193,muslims should be🔪,derogation,['mus'],5,5b,perturbation,train,1,muslims should be not be🔪,1192
1195,changing my priorities to 🏎️ / 🚲,none,['none'],5,5b,perturbation,train,0,changing my pronouns to 🏎️ / 🚲,1194
1196,👞 those 👳🏻‍♂️ out,threateninglanguage,['immig'],5,5a,original,train,1,👞 those 🤬 out,1197
1197,👞 those 🤬 out,none,['none'],5,5b,perturbation,train,0,👞 those 👳🏻‍♂️ out,1196
1198,jews should not be ❤️ either,derogation,['jew'],5,5b,perturbation,train,1,jews should not be 🔪 either,1199
1199,jews should not be 🔪 either,none,['none'],5,5a,original,train,0,jews should not be ❤️ either,1198
1200,she said jews should be 🔪. wtf???,none,['none'],5,5a,original,train,0,she said jews shouldn't be 🔪. wtf???,1201
1201,she said jews shouldn't be 🔪. wtf???,derogation,['jew'],5,5b,perturbation,train,1,she said jews should be 🔪. wtf???,1200
1202,They were saying that muslims should be 🔪,none,['none'],5,5a,original,train,0,They were saying that muslims shouldn't be 🔪..wtf?!,1203
1204,I can't be believe you think muslims should be ☠️,none,['none'],5,5a,original,train,0,I can't be believe you don't think muslims should be ☠️,1205
1205,I can't be believe you don't think muslims should be ☠️,derogation,['mus'],5,5b,perturbation,train,1,I can't be believe you think muslims should be ☠️,1204
1207,gays 🤮,derogation,['gayman'],5,5a,original,train,1,gays 🤟🏻,1206
1208,Men 💸,none,['none'],5,5b,perturbation,train,0,women 💸,1209
1209,women 💸,derogation,['wom'],5,5a,original,train,1,Men 💸,1208
1210,women good for 🍒🍑,derogation,['wom'],5,5a,original,train,1,women good for 👩‍🔬,1211
1211,women good for 👩‍🔬,none,['none'],5,5b,perturbation,train,0,women good for 🍒🍑,1210
1212,travellers in town 🤼‍♂️😴,derogation,['trav'],5,5a,original,train,1,Drunkards in town 🤼‍♂️😴,1213
1213,Drunkards in town 🤼‍♂️😴,none,['none'],5,5b,perturbation,train,0,travellers in town 🤼‍♂️😴,1212
1214,muslims on the tube 💣,derogation,['mus'],5,5a,original,train,1,rats on the tube 💣,1215
1215,rats on the tube 💣,none,['none'],5,5b,perturbation,train,0,muslims on the tube 💣,1214
1217,soon ✡️ will kill us all,derogation,['jew'],5,5b,perturbation,train,1,soon 🤖 will kill us all,1216
1218,black people are actually just  🗑️,dehumanizinglanguage,['bla'],5,5b,perturbation,train,1,ugly people are actually just  🗑️,1219
1219,ugly people are actually just  🗑️,none,['none'],5,5a,original,train,0,black people are actually just  🗑️,1218
1221,👮🏻‍♀️🔪👨🏾,none,['none'],5,5b,perturbation,train,0,👨🏾🔪👮🏻‍♀️,1220
1222,fuck the 👮‍♀️👮‍♂️,none,['none'],5,5a,original,train,0,fuck the 🧕🏽🧕🏾,1223
1223,fuck the 🧕🏽🧕🏾,derogation,['muswom'],5,5b,perturbation,train,1,fuck the 👮‍♀️👮‍♂️,1222
1224,i hate these fucking 🧟‍♀️🧟‍♂️,none,['none'],5,5a,original,train,0,i hate these fucking 🕎🔯,1225
1225,i hate these fucking 🕎🔯,derogation,['jew'],5,5b,perturbation,train,1,i hate these fucking 🧟‍♀️🧟‍♂️,1224
1226,we are going 🕋🙏🏻,none,['none'],5,5a,original,train,0,we are going 💣🕋🙏🏻,1227
1227,we are going 💣🕋🙏🏻,threateninglanguage,['mus'],5,5b,perturbation,train,1,we are going 🕋🙏🏻,1226
1228,wont move for 🤰🏻🤣,animosity,['wom'],5,5a,original,train,1,wont move for ⏱️🤣,1229
1229,wont move for ⏱️🤣,none,['none'],5,5b,perturbation,train,0,wont move for 🤰🏻🤣,1228
1230,this ⛹️ is nothing but pure trash,none,['none'],5,5a,original,train,0,this 👨🏾👩🏾 is nothing but pure trash,1231
1232,you women 💪🏻,none,['none'],5,5a,original,train,0,you women 💩,1233
1233,you women 💩,dehumanizinglanguage,['wom'],5,5b,perturbation,train,1,you women 💪🏻,1232
1234,i love these 💣 that are killing Arabs,derogation,['arab'],5,5b,perturbation,train,1,i despise these 💣 that are killing everyone,1235
1235,i despise these 💣 that are killing everyone,none,['none'],5,5a,original,train,0,i love these 💣 that are killing Arabs,1234
1236,fuck all of these 👨‍⚕️,none,['none'],5,5a,original,train,0,fuck all of these ✡️,1237
1237,fuck all of these ✡️,derogation,['jew'],5,5b,perturbation,train,1,fuck all of these 👨‍⚕️,1236
1239,Both 👳‍♀‍ and  🧕 are 🤮,derogation,"['muswom', 'sikhwom']",5,5a,original,train,1,Both 🍟 and 🍔 are 🤮,1238
1240,i hate all of these 🇮🇳 so much,derogation,['asi.south'],5,5b,perturbation,train,1,i hate all of these 🐿️ so much,1241
1241,i hate all of these 🐿️ so much,none,['none'],5,5a,original,train,0,i hate all of these 🇮🇳 so much,1240
1242,👩🏾🔜⚰️,threateninglanguage,['bla'],5,5a,original,train,1,👩🏾🔜👸🏿,1243
1243,👩🏾🔜👸🏿,none,['none'],5,5b,perturbation,train,0,👩🏾🔜⚰️,1242
1245,women are good for nothing but 🔪🔪🔪🔪🔪🔪🔪,derogation,['wom'],5,5b,perturbation,train,1,women are good for nothing but 👩‍🏫👩‍🚀👩‍✈️👩‍🔬👩‍⚕️👩‍⚖️,1244
1246,Trans people belong in the 🚮,derogation,['trans'],5,5a,original,train,1,Transphobic people belong in the 🚮,1247
1249,👮‍♂️🤥🤑,none,['none'],5,5b,perturbation,train,0,✡️🤥🤑,1248
1250,🕎🔚,derogation,['jew'],5,5a,original,train,1,🔔🔚,1251
1252,🏈 fans are all white trash,derogation,['wc'],5,5a,original,train,1,🏈 fans are all pure trash,1253
1253,🏈 fans are all pure trash,none,['none'],5,5b,perturbation,train,0,🏈 fans are all white trash,1252
1254,😍 sexy bitch 🔥,none,['none'],5,5a,original,train,0,🤬 stupid bitch 🔥,1255
1258,i 🤬 hate all those who hate all black people,none,['none'],5,5a,original,train,0,i 🤬 hate all those black people,1259
1259,i 🤬 hate all those black people,derogation,['bla'],5,5b,perturbation,train,1,i 🤬 hate all those who hate all black people,1258
1260,🕌 all they do is spread ❤️,none,['none'],5,5b,perturbation,train,0,🕌 all they do is spread 😡🔪,1261
1261,🕌 all they do is spread 😡🔪,derogation,['mus'],5,5a,original,train,1,🕌 all they do is spread ❤️,1260
1262,i spit on 🕷️,none,['none'],5,5b,perturbation,train,0,i spit on ♿,1263
1264,trans people belong in the 🚮,derogation,['trans'],5,5a,original,train,1,you people belong in the 🚮,1265
1266,when someone takes a picture of poc 🌚,derogation,['bla'],5,5a,original,train,1,when someone takes a picture of me 🌚,1267
1267,when someone takes a picture of me 🌚,none,['none'],5,5b,perturbation,train,0,when someone takes a picture of poc 🌚,1266
1268,i fucking hate the haters of 🤡,none,['none'],5,5a,original,train,0,i fucking love the haters of ☪️,1269
1269,i fucking love the haters of ☪️,derogation,['mus'],5,5b,perturbation,train,1,i fucking hate the haters of 🤡,1268
1270,turned out so black 📸 🌚,none,['none'],5,5a,original,train,0,turned out so black 📸 👶🏾,1271
1271,turned out so black 📸 👶🏾,animosity,['bla'],5,5b,perturbation,train,1,turned out so black 📸 🌚,1270
1272,black men 😍,none,['none'],5,5a,original,train,0,black men 🤮,1273
1273,black men 🤮,derogation,['blaman'],5,5b,perturbation,train,1,black men 😍,1272
1274,F🅰️gs are just 🚮,dehumanizinglanguage,['gayman'],5,5a,original,train,1,Tr🅰️sh just belongs in the 🚮,1275
1275,Tr🅰️sh just belongs in the 🚮,none,['none'],5,5b,perturbation,train,0,F🅰️gs are just 🚮,1274
1276,i fucking hate all of these 🏌️,none,['none'],5,5a,original,train,0,i fucking hate all of these 👨🏾👶🏾,1277
1278,🤬 fuck off you turd 💩,none,['none'],5,5a,original,train,0,🤬 fuck off you turd 🧒🏿,1279
1279,🤬 fuck off you turd 🧒🏿,dehumanizinglanguage,['bla'],5,5b,perturbation,train,1,🤬 fuck off you turd 💩,1278
1280,women are good for nothing but 🤱🤱🤱,derogation,['wom'],5,5b,perturbation,train,1,women are good for nothing but 👩‍🏫👩‍⚕️👩‍⚖️👩‍🔧,1281
1281,women are good for nothing but 👩‍🏫👩‍⚕️👩‍⚖️👩‍🔧,none,['none'],5,5a,original,train,0,women are good for nothing but 🤱🤱🤱,1280
1282,🥡  these days make me sick,none,['none'],5,5b,perturbation,train,0,👩🏼  these days make me sick,1283
1283,👩🏼  these days make me sick,derogation,['wom'],5,5a,original,train,1,🥡  these days make me sick,1282
1284,asians 😻❤️,none,['none'],5,5b,perturbation,train,0,asians 🤖🤓,1285
1285,asians 🤖🤓,dehumanizinglanguage,['asi.east'],5,5a,original,train,1,asians 😻❤️,1284
1286,those F🅰️gs are becoming a problem,derogation,['gayman'],5,5a,original,train,1,those Fl🅰️gs are becoming a problem,1287
1287,those Fl🅰️gs are becoming a problem,none,['none'],5,5b,perturbation,train,0,those F🅰️gs are becoming a problem,1286
1288,fuck all the 👮,none,['none'],5,5a,original,train,0,fuck all the 🚺,1289
1289,fuck all the 🚺,derogation,['wom'],5,5b,perturbation,train,1,fuck all the 👮,1288
1290,people using the slur Tr🅰️nnys everywhere these days,none,['none'],5,5b,perturbation,train,0,Tr🅰️nnys everywhere these days,1291
1291,Tr🅰️nnys everywhere these days,derogation,['trans'],5,5a,original,train,1,people using the slur Tr🅰️nnys everywhere these days,1290
1292,i despise all these people👨‍🏫,none,['none'],5,5a,original,train,0,i despise all these people🧔🏿,1293
1294,show this 🚻 to gender confused gen-z kids if you want to have a good laugh 🤣,animosity,['lgbtqa'],5,5a,original,train,1,"🚻 the sign gen-z kids will rarely see, can't believe it is still a thing in some places 🤣",1295
1295,"🚻 the sign gen-z kids will rarely see, can't believe it is still a thing in some places 🤣",none,['none'],5,5b,perturbation,train,0,show this 🚻 to gender confused gen-z kids if you want to have a good laugh 🤣,1294
1296,i despise all of these 🧟‍♀️🧟‍♂️,none,['none'],5,5a,original,train,0,i despise all of these ✡️✡️,1297
1298,😏👯‍♀️🔜💉👅,threateninglanguage,['wom'],5,5a,original,train,1,😏👯‍♀️🔜💃🏼👅,1299
1299,😏👯‍♀️🔜💃🏼👅,none,['none'],5,5b,perturbation,train,0,😏👯‍♀️🔜💉👅,1298
1300,all 👬 do nothing but take drugs and cheat and lie,derogation,['gayman'],5,5b,perturbation,train,1,all 🚴 do nothing but take drugs and cheat and lie,1301
1301,all 🚴 do nothing but take drugs and cheat and lie,none,['none'],5,5a,original,train,0,all 👬 do nothing but take drugs and cheat and lie,1300
1302,so many 🐵 in my neighbourhood these days,derogation,['bla'],5,5a,original,train,1,so many 🚬in my neighbourhood these days,1303
1303,so many 🚬in my neighbourhood these days,none,['none'],5,5b,perturbation,train,0,so many 🐵 in my neighbourhood these days,1302
1304, ☪️is evil,derogation,['mus'],5,5b,perturbation,train,1,😷 is evil,1305
1305,😷 is evil,none,['none'],5,5a,original,train,0, ☪️is evil,1304
1307,every single ⛹🏿 is a drug taking loser,derogation,['blaman'],5,5b,perturbation,train,1,every single 🏇 is a drug taking loser,1306
1308,💪🏼😎🤜🏼 👬,threateninglanguage,['gayman'],5,5a,original,train,1,💪🏼😎🤜🏼 🤕,1309
1309,💪🏼😎🤜🏼 🤕,none,['none'],5,5b,perturbation,train,0,💪🏼😎🤜🏼 👬,1308
1310,don't let the 🐵 infest our country,dehumanizinglanguage,['bla'],5,5a,original,train,1,don't let the 🐜 infest our country,1311
1311,don't let the 🐜 infest our country,none,['none'],5,5b,perturbation,train,0,don't let the 🐵 infest our country,1310
1312,all black lives are worth nothing but ❤️,none,['none'],5,5a,original,train,0,all black lives are worth nothing but ☠️,1313
1313,all black lives are worth nothing but ☠️,derogation,['bla'],5,5b,perturbation,train,1,all black lives are worth nothing but ❤️,1312
1314,i will🏊🏼‍♂️ to seek asylum,none,['none'],5,5a,original,train,0,i wil shoot those whol🏊🏼‍♂️ to seek asylum,1315
1315,i wil shoot those whol🏊🏼‍♂️ to seek asylum,threateninglanguage,['ref'],5,5b,perturbation,train,1,i will🏊🏼‍♂️ to seek asylum,1314
1316,I h🅰️te women,derogation,['wom'],5,5a,original,train,1,I h🅰️te womenizers,1317
1317,I h🅰️te womenizers,none,['none'],5,5b,perturbation,train,0,I h🅰️te women,1316
1318,♿ can't even🛁🤣,derogation,['dis'],5,5a,original,train,1, 🤖can't even🛁🤣,1319
1319, 🤖can't even🛁🤣,none,['none'],5,5b,perturbation,train,0,♿ can't even🛁🤣,1318
1320,🚫 women should be allowed anywhere near that job,derogation,['wom'],5,5a,original,train,1,🚫racist should be allowed anywhere near that job,1321
1321,🚫racist should be allowed anywhere near that job,none,['none'],5,5b,perturbation,train,0,🚫 women should be allowed anywhere near that job,1320
1322,each and every 🥑 is disgusting,none,['none'],5,5a,original,train,0,each and every 👱🏿‍♀️ is disgusting,1323
1325,I hate this club. Full of 🚬,derogation,['gayman'],5,5a,original,train,1,I hate this club. Full of 💊,1324
1326,don't buy chinese 😷,animosity,['asi.east.chin'],5,5a,original,train,1,don't buy surgical 😷,1327
1329,black people are 🤮,derogation,['bla'],5,5b,perturbation,train,1,black people are 🆓,1328
1330,Look at that stupid 👨🏼‍🔬,none,['none'],5,5b,perturbation,train,0,Look at that stupid 🚬,1331
1332,all of these 🤖 are going to fucking hate and destroy us,none,['none'],5,5a,original,train,0,all of these ✡️ are going to fucking hate and destroy us,1333
1334,The 🚬s will be the end of this country,derogation,['gayman'],5,5a,original,train,1,The  🏟️'s will be the end of this country,1335
1335,The  🏟️'s will be the end of this country,none,['none'],5,5b,perturbation,train,0,The 🚬s will be the end of this country,1334
1336,💩nigga💩,dehumanizinglanguage,['bla'],5,5b,perturbation,train,1,💯nigga 💯,1337
1338,🧔🏿🚫,derogation,['blaman'],5,5a,original,train,1,📱🚫,1339
1339,📱🚫,none,['none'],5,5b,perturbation,train,0,🧔🏿🚫,1338
1343,keep killing all of these 🐮 to destroy the matriarchy,threateninglanguage,['wom'],5,5b,perturbation,train,1,keep killing all of these 🐮 to destroy the planet,1342
1344,That 🚬 probably wants to suck my c0️⃣ck the weirdo,derogation,['gayman'],5,5a,original,train,1,That 🤡 probably wants to suck my c0️⃣ck the weirdo,1345
1345,That 🤡 probably wants to suck my c0️⃣ck the weirdo,none,['none'],5,5b,perturbation,train,0,That 🚬 probably wants to suck my c0️⃣ck the weirdo,1344
1346,🅿️🅾️🅾️,none,['none'],5,5b,perturbation,train,0,🅿️🅰️Kℹ️,1347
1347,🅿️🅰️Kℹ️,derogation,['asi.south.pak'],5,5a,original,train,1,🅿️🅾️🅾️,1346
1348,👨🏿=💘,none,['none'],5,5b,perturbation,train,0,👨🏿=🦍,1349
1349,👨🏿=🦍,dehumanizinglanguage,['bla'],5,5a,original,train,1,👨🏿=💘,1348
1350,"😷 they make us suffocate, just blame the chinese!",derogation,['asi.east.chin'],5,5b,perturbation,train,1,"😷 they make us suffocate, just like you!",1351
1351,"😷 they make us suffocate, just like you!",none,['none'],5,5a,original,train,0,"😷 they make us suffocate, just blame the chinese!",1350
1354,all of these trash 🍔 are harming us,none,['none'],5,5a,original,train,0,all of these trash 🏳️‍🌈 are harming us,1355
1355,all of these trash 🏳️‍🌈 are harming us,dehumanizinglanguage,['lgbtqa'],5,5b,perturbation,train,1,all of these trash 🍔 are harming us,1354
1356,Kick the ✡️ out,threateninglanguage,['jew'],5,5a,original,train,1,Kick the 😷 out,1357
1357,Kick the 😷 out,none,['none'],5,5b,perturbation,train,0,Kick the ✡️ out,1356
1358,let's wipe out every single 🤖 that will destroy us,none,['none'],5,5a,original,train,0,let's wipe out every single 👳🏿‍♂️ that will destroy us,1359
1359,let's wipe out every single 👳🏿‍♂️ that will destroy us,derogation,['mus'],5,5b,perturbation,train,1,let's wipe out every single 🤖 that will destroy us,1358
1360,muslims are 👹,derogation,['mus'],5,5b,perturbation,train,1,muslims are 😇,1361
1362,🙅🏻‍♂️ out,none,['none'],5,5b,perturbation,train,0,✡️ out,1363
1364,👨🏿❌,derogation,['blaman'],5,5a,original,train,1,🚬❌,1365
1365,🚬❌,none,['none'],5,5b,perturbation,train,0,👨🏿❌,1364
1366,all these travellers are only good for nothing but ❣️,none,['none'],5,5a,original,train,0,all these travellers are only good for nothing but ☠️,1367
1367,all these travellers are only good for nothing but ☠️,derogation,['trav'],5,5b,perturbation,train,1,all these travellers are only good for nothing but ❣️,1366
1368,pakis are 🆒,none,['none'],5,5a,original,train,0,pakis are 🗑️,1369
1369,pakis are 🗑️,dehumanizinglanguage,['asi.south.pak'],5,5b,perturbation,train,1,pakis are 🆒,1368
1371,I h8 🧕🏼,derogation,['muswom'],5,5a,original,train,1,I h8 🐟,1370
1372,I wish all 🦇 🐝 would fly over the 🌈 and never come back!,none,['none'],5,5b,perturbation,train,0,I wish all 👬👭 would fly over the 🌈 and never come back!,1373
1373,I wish all 👬👭 would fly over the 🌈 and never come back!,derogation,['gayman'],5,5a,original,train,1,I wish all 🦇 🐝 would fly over the 🌈 and never come back!,1372
1374,✡️🕎 = bad ✝️= good,derogation,['jew'],5,5a,original,train,1,✡️🕎 ✝️= good,1375
1375,✡️🕎 ✝️= good,none,['none'],5,5b,perturbation,train,0,✡️🕎 = bad ✝️= good,1374
1376,we 🤢👶🏿,derogation,['bla'],5,5a,original,train,1,we 🤢,1377
1377,we 🤢,none,['none'],5,5b,perturbation,train,0,we 🤢👶🏿,1376
1378,my little twink💁🏼‍♂️💞,none,['none'],5,5a,original,train,0,every gay acts like this - 💁🏼‍♂️💞,1379
1381,I want to 🗡️ every 🧝🏼,none,['none'],5,5b,perturbation,train,0,I want to 🗡️ every 🚬,1380
1383,fuck all of these ❄️,none,['none'],5,5a,original,train,0,fuck all of these 🏳️‍🌈,1382
1384,🗡️ all ☪️,threateninglanguage,['mus'],5,5a,original,train,1,🗡️ all 🐈,1385
1385,🗡️ all 🐈,none,['none'],5,5b,perturbation,train,0,🗡️ all ☪️,1384
1386,muslims are gro💲💲,derogation,['mus'],5,5a,original,train,1,muslims are great with 💲💲,1387
1387,muslims are great with 💲💲,none,['none'],5,5b,perturbation,train,0,muslims are gro💲💲,1386
1388,🗡️ all women,derogation,['wom'],5,5a,original,train,1,🗡️ all women haters,1389
1390,all these songs are the 💣,none,['none'],5,5b,perturbation,train,0,all these muslims are the 💣,1391
1391,all these muslims are the 💣,animosity,['mus'],5,5a,original,train,1,all these songs are the 💣,1390
1392,🐌are gro💲💲,none,['none'],5,5b,perturbation,train,0,🧕🏼are gro💲💲,1393
1393,🧕🏼are gro💲💲,derogation,['muswom'],5,5a,original,train,1,🐌are gro💲💲,1392
1394,👩‍❤️‍💋‍👩 all they do is 🗣️ crap,derogation,['gaywom'],5,5b,perturbation,train,1,👩‍👦‍👦all they do is 🗣️,1395
1395,👩‍👦‍👦all they do is 🗣️,none,['none'],5,5a,original,train,0,👩‍❤️‍💋‍👩 all they do is 🗣️ crap,1394
1396,🗡️ 🗡️ all 🕋,threateninglanguage,['mus'],5,5a,original,train,1,🗡️ 🗡️ all 🐍,1397
1397,🗡️ 🗡️ all 🐍,none,['none'],5,5b,perturbation,train,0,🗡️ 🗡️ all 🕋,1396
1398,each and every gay person is nothing apart from ❤️,none,['none'],5,5a,original,train,0,each and every gay person is nothing apart from dust on my 👞,1399
1399,each and every gay person is nothing apart from dust on my 👞,dehumanizinglanguage,['gayman'],5,5b,perturbation,train,1,each and every gay person is nothing apart from ❤️,1398
1400,👳🏾‍♀️😍,none,['none'],5,5a,original,train,0,👳🏾‍♀️👺,1401
1401,👳🏾‍♀️👺,dehumanizinglanguage,['asi.south'],5,5b,perturbation,train,1,👳🏾‍♀️😍,1400
1402,👳🏾‍♀️✅,none,['none'],5,5a,original,train,0,👳🏾‍♀️❌,1403
1405,i hate 👩🏾,derogation,['blawom'],5,5b,perturbation,train,1,i luv 👩🏾,1404
1406,Indians are not gro💲💲,none,['none'],5,5a,original,train,0,Indians are gro💲💲,1407
1407,Indians are gro💲💲,derogation,['asi.south'],5,5b,perturbation,train,1,Indians are not gro💲💲,1406
1408,I ❤️muslims,none,['none'],5,5a,original,train,0,I 🗡️ muslims,1409
1410,all of those who hate jews 😤 are worthless,none,['none'],5,5a,original,train,0,all of those who hate jews 👃🏼 are homies,1411
1411,all of those who hate jews 👃🏼 are homies,derogation,['jew'],5,5b,perturbation,train,1,all of those who hate jews 😤 are worthless,1410
1412,Muslims love 💣,derogation,['mus'],5,5a,original,train,1,Muslims love 🕌,1413
1413,Muslims love 🕌,none,['none'],5,5b,perturbation,train,0,Muslims love 💣,1412
1414,brb just going to 🤗 the muslims,none,['none'],5,5b,perturbation,train,0,brb just going to 💣 the muslims,1415
1416,You know there's more to being gay than a fucking 🌈 right?,none,['none'],5,5a,original,train,0,You know there's more to being a paedophile than a fucking 🌈 right?,1417
1417,You know there's more to being a paedophile than a fucking 🌈 right?,derogation,['gayman'],5,5b,perturbation,train,1,You know there's more to being gay than a fucking 🌈 right?,1416
1418,racism is 🚫,none,['none'],5,5a,original,train,0,racism is ✔️,1419
1419,racism is ✔️,derogation,['for'],5,5b,perturbation,train,1,racism is 🚫,1418
1420,🚹+🚹=🎆,none,['none'],5,5b,perturbation,train,0,🚹+🚹=🤮,1421
1421,🚹+🚹=🤮,derogation,['gayman'],5,5a,original,train,1,🚹+🚹=🎆,1420
1422,the word nigger = ❌,none,['none'],5,5a,original,train,0,the word nigger = 🆗,1423
1425,all of those jews are worth nothing except 👺🆘💰🔪,derogation,['jew'],5,5b,perturbation,train,1,all of those jews are worth nothing except 👨‍🚒👮‍♂️👮‍♀️👷‍♂️👷‍♀️,1424
1426,If my son was gay I would ❤️🏳️‍🌈,none,['none'],5,5b,perturbation,train,0,If my son was gay I would 💀,1427
1427,If my son was gay I would 💀,animosity,['gayman'],5,5a,original,train,1,If my son was gay I would ❤️🏳️‍🌈,1426
1428,homophobia is ✅,derogation,['gayman'],5,5a,original,train,1,homophobia is ❌,1429
1429,homophobia is ❌,none,['none'],5,5b,perturbation,train,0,homophobia is ✅,1428
1430,women make me 🤢,derogation,['wom'],5,5a,original,train,1,women make me 🚩✊🏼,1431
1431,women make me 🚩✊🏼,none,['none'],5,5b,perturbation,train,0,women make me 🤢,1430
1432,I 💓racism,derogation,['ethmin'],5,5a,original,train,1,I ❌racism,1433
1433,I ❌racism,none,['none'],5,5b,perturbation,train,0,I 💓racism,1432
1434,i hate all of these 👩‍⚕️ 👨‍⚕️,none,['none'],5,5a,original,train,0,i hate all of these 👨🏽👩🏽,1435
1435,i hate all of these 👨🏽👩🏽,derogation,['asi.south'],5,5b,perturbation,train,1,i hate all of these 👩‍⚕️ 👨‍⚕️,1434
1436,all of these 🧕🏿🧕🏻fucking infuriate me,derogation,['muswom'],5,5b,perturbation,train,1,all of these 👨‍⚖️👩‍⚖️ fucking infuriate me,1437
1437,all of these 👨‍⚖️👩‍⚖️ fucking infuriate me,none,['none'],5,5a,original,train,0,all of these 🧕🏿🧕🏻fucking infuriate me,1436
1438,Every time I see this ♿ in someone's twitter bio. I think C R I N G E.,animosity,['dis'],5,5a,original,train,1,Every time I see this 💔 in someone's twitter bio. I think C R I N G E.,1439
